"Year","State","PopCode","Sex","Age","AgeInterval","Deaths","LDB"
1991,"XX","99002","m",65,"5",101,1
1991,"XX","99002","m",70,"5",162,1
1991,"XX","99002","m",75,"5",170,1
1991,"XX","99002","m",80,"5",141,1
1991,"XX","99002","m",85,"+",166,1
1991,"XX","99003","f",15,"5",3,1
1991,"XX","99003","f",40,"5",1,1
1991,"XX","99003","f",45,"5",0,1
1991,"XX","99003","f",55,"5",4,1
1991,"XX","99003","f",60,"5",7,1
1991,"XX","99003","f",65,"5",1,1
1991,"XX","99003","f",70,"5",5,1
1991,"XX","99003","f",75,"5",9,1
1991,"XX","99003","f",80,"5",6,1
1991,"XX","99003","f",85,"+",18,1
1991,"XX","99003","m",15,"5",1,1
1991,"XX","99003","m",20,"5",0,1
1991,"XX","99003","m",25,"5",4,1
1991,"XX","99003","m",30,"5",4,1
1991,"XX","99003","m",35,"5",1,1
1991,"XX","99003","m",40,"5",3,1
1991,"XX","99003","m",45,"5",1,1
1991,"XX","99003","m",50,"5",1,1
1991,"XX","99003","m",55,"5",2,1
1991,"XX","99003","m",60,"5",4,1
1991,"XX","99003","m",65,"5",10,1
1991,"XX","99003","m",70,"5",7,1
1991,"XX","99003","m",75,"5",12,1
1991,"XX","99003","m",80,"5",5,1
1991,"XX","99003","m",85,"+",2,1
1991,"XX","99004","f",1,"4",0,1
1991,"XX","99004","f",25,"5",3,1
1991,"XX","99004","f",30,"5",2,1
1991,"XX","99004","f",35,"5",1,1
1991,"XX","99004","f",40,"5",3,1
1991,"XX","99004","f",45,"5",2,1
1991,"XX","99004","f",50,"5",3,1
1991,"XX","99004","f",55,"5",5,1
1991,"XX","99004","f",60,"5",5,1
1991,"XX","99004","f",65,"5",13,1
1991,"XX","99004","f",70,"5",14,1
1991,"XX","99004","f",75,"5",18,1
1991,"XX","99004","f",80,"5",11,1
1991,"XX","99004","f",85,"+",16,1
1991,"XX","99004","m",0,"1",3,1
1991,"XX","99004","m",1,"4",1,1
1991,"XX","99004","m",15,"5",2,1
1991,"XX","99004","m",20,"5",2,1
1991,"XX","99004","m",25,"5",2,1
1991,"XX","99004","m",30,"5",1,1
1991,"XX","99004","m",35,"5",4,1
1991,"XX","99004","m",40,"5",4,1
1991,"XX","99004","m",50,"5",4,1
1991,"XX","99004","m",55,"5",6,1
1991,"XX","99004","m",60,"5",6,1
1991,"XX","99004","m",65,"5",12,1
1991,"XX","99004","m",70,"5",19,1
1991,"XX","99004","m",75,"5",16,1
1991,"XX","99004","m",80,"5",13,1
1991,"XX","99004","m",85,"+",10,1
1991,"XX","99005","f",0,"1",63,1
1991,"XX","99005","f",1,"4",16,1
1991,"XX","99005","f",5,"5",5,1
1991,"XX","99005","f",10,"5",9,1
1991,"XX","99005","f",15,"5",17,1
1991,"XX","99005","f",20,"5",17,1
1991,"XX","99005","f",25,"5",24,1
1991,"XX","99005","f",30,"5",29,1
1991,"XX","99005","f",35,"5",26,1
1991,"XX","99005","f",40,"5",30,1
1991,"XX","99005","f",45,"5",55,1
1991,"XX","99005","f",50,"5",56,1
1991,"XX","99005","f",55,"5",79,1
1991,"XX","99005","f",60,"5",133,1
1991,"XX","99005","f",65,"5",172,1
1991,"XX","99005","f",70,"5",250,1
1991,"XX","99005","f",75,"5",279,1
1991,"XX","99005","f",80,"5",363,1
1991,"XX","99005","f",85,"+",689,1
1991,"XX","99005","m",0,"1",94,1
1991,"XX","99005","m",1,"4",11,1
1991,"XX","99005","m",5,"5",10,1
1991,"XX","99005","m",10,"5",9,1
1991,"XX","99005","m",15,"5",41,1
1991,"XX","99005","m",20,"5",71,1
1991,"XX","99005","m",25,"5",68,1
1991,"XX","99005","m",30,"5",71,1
1991,"XX","99005","m",35,"5",79,1
1991,"XX","99005","m",40,"5",74,1
1991,"XX","99005","m",45,"5",95,1
1991,"XX","99005","m",50,"5",113,1
1991,"XX","99005","m",55,"5",125,1
1991,"XX","99005","m",60,"5",215,1
1991,"XX","99005","m",65,"5",269,1
1991,"XX","99005","m",70,"5",327,1
1991,"XX","99005","m",75,"5",334,1
1991,"XX","99005","m",80,"5",322,1
1991,"XX","99005","m",85,"+",345,1
1991,"XX","99006","f",0,"1",6,1
1991,"XX","99006","f",1,"4",1,1
1991,"XX","99006","f",10,"5",0,1
1991,"XX","99006","f",15,"5",3,1
1991,"XX","99006","f",20,"5",4,1
1991,"XX","99006","f",25,"5",3,1
1991,"XX","99006","f",30,"5",4,1
1991,"XX","99006","f",35,"5",12,1
1991,"XX","99006","f",40,"5",8,1
1991,"XX","99006","f",45,"5",8,1
1991,"XX","99006","f",50,"5",13,1
1991,"XX","99006","f",55,"5",29,1
1991,"XX","99006","f",60,"5",31,1
1991,"XX","99006","f",65,"5",49,1
1991,"XX","99006","f",70,"5",47,1
1991,"XX","99006","f",75,"5",76,1
1991,"XX","99006","f",80,"5",83,1
1991,"XX","99006","f",85,"+",132,1
1991,"XX","99006","m",0,"1",8,1
1991,"XX","99006","m",1,"4",3,1
1991,"XX","99006","m",5,"5",0,1
1991,"XX","99006","m",10,"5",2,1
1991,"XX","99006","m",15,"5",6,1
1991,"XX","99006","m",20,"5",2,1
1991,"XX","99006","m",25,"5",9,1
1991,"XX","99006","m",30,"5",11,1
1991,"XX","99006","m",35,"5",21,1
1991,"XX","99006","m",40,"5",25,1
1991,"XX","99006","m",45,"5",18,1
1991,"XX","99006","m",50,"5",21,1
1991,"XX","99006","m",55,"5",31,1
1991,"XX","99006","m",60,"5",49,1
1991,"XX","99006","m",65,"5",66,1
1991,"XX","99006","m",70,"5",78,1
1991,"XX","99006","m",75,"5",84,1
1991,"XX","99006","m",80,"5",76,1
1991,"XX","99006","m",85,"+",74,1
1991,"XX","99007","f",0,"1",56,1
1991,"XX","99007","f",1,"4",13,1
1991,"XX","99007","f",5,"5",5,1
1991,"XX","99007","f",10,"5",3,1
1991,"XX","99007","f",15,"5",15,1
1991,"XX","99007","f",20,"5",9,1
1991,"XX","99007","f",25,"5",15,1
1991,"XX","99007","f",30,"5",31,1
1991,"XX","99007","f",35,"5",30,1
1991,"XX","99007","f",40,"5",33,1
1991,"XX","99007","f",45,"5",37,1
1991,"XX","99007","f",50,"5",59,1
1991,"XX","99007","f",55,"5",84,1
1991,"XX","99007","f",60,"5",115,1
1991,"XX","99007","f",65,"5",165,1
1991,"XX","99007","f",70,"5",202,1
1991,"XX","99007","f",75,"5",252,1
1991,"XX","99007","f",80,"5",241,1
1991,"XX","99007","f",85,"+",437,1
1991,"XX","99007","m",0,"1",79,1
1991,"XX","99007","m",1,"4",13,1
1991,"XX","99007","m",5,"5",8,1
1991,"XX","99007","m",10,"5",4,1
1991,"XX","99007","m",15,"5",39,1
1991,"XX","99007","m",20,"5",52,1
1991,"XX","99007","m",25,"5",56,1
1991,"XX","99007","m",30,"5",74,1
1991,"XX","99007","m",35,"5",73,1
1991,"XX","99007","m",40,"5",67,1
1991,"XX","99007","m",45,"5",91,1
1991,"XX","99007","m",50,"5",88,1
1991,"XX","99007","m",55,"5",110,1
1991,"XX","99007","m",60,"5",214,1
1991,"XX","99007","m",65,"5",265,1
1991,"XX","99007","m",70,"5",285,1
1991,"XX","99007","m",75,"5",296,1
1991,"XX","99007","m",80,"5",261,1
1991,"XX","99007","m",85,"+",260,1
1991,"XX","99008","f",0,"1",3,1
1991,"XX","99008","f",5,"5",1,1
1991,"XX","99008","f",10,"5",0,1
1991,"XX","99008","f",20,"5",3,1
1991,"XX","99008","f",25,"5",2,1
1991,"XX","99008","f",30,"5",5,1
1991,"XX","99008","f",35,"5",6,1
1991,"XX","99008","f",40,"5",5,1
1991,"XX","99008","f",45,"5",6,1
1991,"XX","99008","f",50,"5",7,1
1991,"XX","99008","f",55,"5",6,1
1991,"XX","99008","f",60,"5",12,1
1991,"XX","99008","f",65,"5",40,1
1991,"XX","99008","f",70,"5",46,1
1991,"XX","99008","f",75,"5",44,1
1991,"XX","99008","f",80,"5",59,1
1991,"XX","99008","f",85,"+",89,1
1991,"XX","99008","m",0,"1",4,1
1991,"XX","99008","m",15,"5",8,1
1991,"XX","99008","m",20,"5",4,1
1991,"XX","99008","m",25,"5",3,1
1991,"XX","99008","m",30,"5",5,1
1991,"XX","99008","m",35,"5",6,1
1991,"XX","99008","m",40,"5",9,1
1991,"XX","99008","m",45,"5",17,1
1991,"XX","99008","m",50,"5",14,1
1991,"XX","99008","m",55,"5",18,1
1991,"XX","99008","m",60,"5",33,1
1991,"XX","99008","m",65,"5",54,1
1991,"XX","99008","m",70,"5",76,1
1991,"XX","99008","m",75,"5",82,1
1991,"XX","99008","m",80,"5",43,1
1991,"XX","99008","m",85,"+",54,1
1991,"XX","99009","f",0,"1",668,1
1991,"XX","99009","f",1,"4",126,1
1991,"XX","99009","f",5,"5",59,1
1991,"XX","99009","f",10,"5",48,1
1991,"XX","99009","f",15,"5",147,1
1991,"XX","99009","f",20,"5",196,1
1991,"XX","99009","f",25,"5",232,1
1991,"XX","99009","f",30,"5",310,1
1991,"XX","99009","f",35,"5",434,1
1991,"XX","99009","f",40,"5",550,1
1991,"XX","99009","f",45,"5",627,1
1991,"XX","99009","f",50,"5",795,1
1991,"XX","99009","f",55,"5",1092,1
1991,"XX","99009","f",60,"5",1604,1
1991,"XX","99009","f",65,"5",2515,1
1991,"XX","99009","f",70,"5",3077,1
1991,"XX","99009","f",75,"5",3802,1
1991,"XX","99009","f",80,"5",4222,1
1991,"XX","99009","f",85,"+",8576,1
1991,"XX","99009","m",0,"1",925,1
1991,"XX","99009","m",1,"4",145,1
1991,"XX","99009","m",5,"5",76,1
1991,"XX","99009","m",10,"5",101,1
1991,"XX","99009","m",15,"5",631,1
1991,"XX","99009","m",20,"5",844,1
1991,"XX","99009","m",25,"5",916,1
1991,"XX","99009","m",30,"5",1156,1
1991,"XX","99009","m",35,"5",1313,1
1991,"XX","99009","m",40,"5",1304,1
1991,"XX","99009","m",45,"5",1282,1
1991,"XX","99009","m",50,"5",1419,1
1991,"XX","99009","m",55,"5",1793,1
1991,"XX","99009","m",60,"5",2481,1
1991,"XX","99009","m",65,"5",3289,1
1991,"XX","99009","m",70,"5",3673,1
1991,"XX","99009","m",75,"5",3851,1
1991,"XX","99009","m",80,"5",3482,1
1991,"XX","99009","m",85,"+",4022,1
1991,"XX","99010","f",0,"1",2,1
1991,"XX","99010","f",5,"5",3,1
1991,"XX","99010","f",10,"5",0,1
1991,"XX","99010","f",15,"5",3,1
1991,"XX","99010","f",20,"5",1,1
1991,"XX","99010","f",25,"5",2,1
1991,"XX","99010","f",30,"5",6,1
1991,"XX","99010","f",35,"5",13,1
1991,"XX","99010","f",40,"5",13,1
1991,"XX","99010","f",45,"5",21,1
1991,"XX","99010","f",50,"5",23,1
1991,"XX","99010","f",55,"5",23,1
1991,"XX","99010","f",60,"5",48,1
1991,"XX","99010","f",65,"5",91,1
1991,"XX","99010","f",70,"5",80,1
1991,"XX","99010","f",75,"5",108,1
1991,"XX","99010","f",80,"5",153,1
1991,"XX","99010","f",85,"+",341,1
1991,"XX","99010","m",0,"1",14,1
1991,"XX","99010","m",1,"4",1,1
1991,"XX","99010","m",5,"5",3,1
1991,"XX","99010","m",15,"5",5,1
1991,"XX","99010","m",20,"5",12,1
1991,"XX","99010","m",25,"5",11,1
1991,"XX","99010","m",30,"5",19,1
1991,"XX","99010","m",35,"5",34,1
1991,"XX","99010","m",40,"5",45,1
1991,"XX","99010","m",45,"5",31,1
1991,"XX","99010","m",50,"5",36,1
1991,"XX","99010","m",55,"5",40,1
1991,"XX","99010","m",60,"5",72,1
1991,"XX","99010","m",65,"5",99,1
1991,"XX","99010","m",70,"5",103,1
1991,"XX","99010","m",75,"5",102,1
1991,"XX","99010","m",80,"5",117,1
1991,"XX","99010","m",85,"+",139,1
1991,"XX","99011","f",0,"1",1,1
1991,"XX","99011","f",15,"5",2,1
1991,"XX","99011","f",20,"5",2,1
1991,"XX","99011","f",25,"5",2,1
1991,"XX","99011","f",30,"5",2,1
1991,"XX","99011","f",35,"5",7,1
1991,"XX","99011","f",40,"5",5,1
1991,"XX","99011","f",45,"5",5,1
1991,"XX","99011","f",50,"5",10,1
1991,"XX","99011","f",55,"5",9,1
1991,"XX","99011","f",60,"5",22,1
1991,"XX","99011","f",65,"5",32,1
1991,"XX","99011","f",70,"5",41,1
1991,"XX","99011","f",75,"5",53,1
1991,"XX","99011","f",80,"5",63,1
1991,"XX","99011","f",85,"+",110,1
1991,"XX","99011","m",0,"1",8,1
1991,"XX","99011","m",1,"4",0,1
1991,"XX","99011","m",5,"5",2,1
1991,"XX","99011","m",10,"5",2,1
1991,"XX","99011","m",15,"5",8,1
1991,"XX","99011","m",20,"5",3,1
1991,"XX","99011","m",25,"5",9,1
1991,"XX","99011","m",30,"5",12,1
1991,"XX","99011","m",35,"5",8,1
1991,"XX","99011","m",40,"5",18,1
1991,"XX","99011","m",45,"5",19,1
1991,"XX","99011","m",50,"5",22,1
1991,"XX","99011","m",55,"5",14,1
1991,"XX","99011","m",60,"5",29,1
1991,"XX","99011","m",65,"5",44,1
1991,"XX","99011","m",70,"5",58,1
1991,"XX","99011","m",75,"5",52,1
1991,"XX","99011","m",80,"5",46,1
1991,"XX","99011","m",85,"+",67,1
1991,"XX","99012","f",0,"1",25,1
1991,"XX","99012","f",1,"4",4,1
1991,"XX","99012","f",5,"5",1,1
1991,"XX","99012","f",10,"5",4,1
1991,"XX","99012","f",15,"5",4,1
1991,"XX","99012","f",20,"5",8,1
1991,"XX","99012","f",25,"5",10,1
1991,"XX","99012","f",30,"5",13,1
1991,"XX","99012","f",35,"5",12,1
1991,"XX","99012","f",40,"5",10,1
1991,"XX","99012","f",45,"5",16,1
1991,"XX","99012","f",50,"5",9,1
1991,"XX","99012","f",55,"5",42,1
1991,"XX","99012","f",60,"5",58,1
1991,"XX","99012","f",65,"5",76,1
1991,"XX","99012","f",70,"5",106,1
1991,"XX","99012","f",75,"5",149,1
1991,"XX","99012","f",80,"5",152,1
1991,"XX","99012","f",85,"+",319,1
1991,"XX","99012","m",0,"1",29,1
1991,"XX","99012","m",1,"4",4,1
1991,"XX","99012","m",5,"5",4,1
1991,"XX","99012","m",10,"5",7,1
1991,"XX","99012","m",15,"5",16,1
1991,"XX","99012","m",20,"5",28,1
1991,"XX","99012","m",25,"5",28,1
1991,"XX","99012","m",30,"5",36,1
1991,"XX","99012","m",35,"5",24,1
1991,"XX","99012","m",40,"5",33,1
1991,"XX","99012","m",45,"5",24,1
1991,"XX","99012","m",50,"5",37,1
1991,"XX","99012","m",55,"5",69,1
1991,"XX","99012","m",60,"5",104,1
1991,"XX","99012","m",65,"5",116,1
1991,"XX","99012","m",70,"5",163,1
1991,"XX","99012","m",75,"5",160,1
1991,"XX","99012","m",80,"5",151,1
1991,"XX","99012","m",85,"+",175,1
1991,"XX","99013","f",0,"1",5,1
1991,"XX","99013","f",5,"5",0,1
1991,"XX","99013","f",10,"5",1,1
1991,"XX","99013","f",15,"5",3,1
1991,"XX","99013","f",25,"5",2,1
1991,"XX","99013","f",30,"5",5,1
1991,"XX","99013","f",35,"5",5,1
1991,"XX","99013","f",40,"5",3,1
1991,"XX","99013","f",45,"5",2,1
1991,"XX","99013","f",50,"5",5,1
1991,"XX","99013","f",55,"5",8,1
1991,"XX","99013","f",60,"5",21,1
1991,"XX","99013","f",65,"5",29,1
1991,"XX","99013","f",70,"5",42,1
1991,"XX","99013","f",75,"5",47,1
1991,"XX","99013","f",80,"5",61,1
1991,"XX","99013","f",85,"+",130,1
1991,"XX","99013","m",0,"1",1,1
1991,"XX","99013","m",5,"5",0,1
1991,"XX","99013","m",15,"5",2,1
1991,"XX","99013","m",20,"5",5,1
1991,"XX","99013","m",25,"5",4,1
1991,"XX","99013","m",30,"5",3,1
1991,"XX","99013","m",35,"5",6,1
1991,"XX","99013","m",40,"5",13,1
1991,"XX","99013","m",45,"5",8,1
1991,"XX","99013","m",50,"5",8,1
1991,"XX","99013","m",55,"5",13,1
1991,"XX","99013","m",60,"5",26,1
1991,"XX","99013","m",65,"5",53,1
1991,"XX","99013","m",70,"5",54,1
1991,"XX","99013","m",75,"5",66,1
1991,"XX","99013","m",80,"5",55,1
1991,"XX","99013","m",85,"+",47,1
1991,"XX","99014","f",0,"1",8,1
1991,"XX","99014","f",1,"4",4,1
1991,"XX","99014","f",15,"5",1,1
1991,"XX","99014","f",20,"5",3,1
1991,"XX","99014","f",25,"5",4,1
1991,"XX","99014","f",30,"5",7,1
1991,"XX","99014","f",35,"5",8,1
1991,"XX","99014","f",40,"5",7,1
1991,"XX","99014","f",45,"5",14,1
1991,"XX","99014","f",50,"5",16,1
1991,"XX","99014","f",55,"5",23,1
1991,"XX","99014","f",60,"5",38,1
1991,"XX","99014","f",65,"5",58,1
1991,"XX","99014","f",70,"5",70,1
1991,"XX","99014","f",75,"5",89,1
1991,"XX","99014","f",80,"5",115,1
1991,"XX","99014","f",85,"+",176,1
1991,"XX","99014","m",0,"1",11,1
1991,"XX","99014","m",1,"4",5,1
1991,"XX","99014","m",10,"5",2,1
1991,"XX","99014","m",15,"5",5,1
1991,"XX","99014","m",20,"5",6,1
1991,"XX","99014","m",25,"5",12,1
1991,"XX","99014","m",30,"5",12,1
1991,"XX","99014","m",35,"5",22,1
1991,"XX","99014","m",40,"5",23,1
1991,"XX","99014","m",45,"5",21,1
1991,"XX","99014","m",50,"5",34,1
1991,"XX","99014","m",55,"5",31,1
1991,"XX","99014","m",60,"5",41,1
1991,"XX","99014","m",65,"5",73,1
1991,"XX","99014","m",70,"5",98,1
1991,"XX","99014","m",75,"5",107,1
1991,"XX","99014","m",80,"5",105,1
1991,"XX","99014","m",85,"+",115,1
1991,"XX","99015","f",0,"1",73,1
1991,"XX","99015","f",1,"4",17,1
1991,"XX","99015","f",5,"5",5,1
1991,"XX","99015","f",10,"5",4,1
1991,"XX","99015","f",15,"5",13,1
1991,"XX","99015","f",20,"5",21,1
1991,"XX","99015","f",25,"5",30,1
1991,"XX","99015","f",30,"5",48,1
1991,"XX","99015","f",35,"5",40,1
1991,"XX","99015","f",40,"5",64,1
1991,"XX","99015","f",45,"5",66,1
1991,"XX","99015","f",50,"5",119,1
1991,"XX","99015","f",55,"5",173,1
1991,"XX","99015","f",60,"5",229,1
1991,"XX","99015","f",65,"5",350,1
1991,"XX","99015","f",70,"5",416,1
1991,"XX","99015","f",75,"5",549,1
1991,"XX","99015","f",80,"5",511,1
1991,"XX","99015","f",85,"+",1012,1
1991,"XX","99015","m",0,"1",86,1
1991,"XX","99015","m",1,"4",20,1
1991,"XX","99015","m",5,"5",12,1
1991,"XX","99015","m",10,"5",12,1
1991,"XX","99015","m",15,"5",50,1
1991,"XX","99015","m",20,"5",62,1
1991,"XX","99015","m",25,"5",89,1
1991,"XX","99015","m",30,"5",132,1
1991,"XX","99015","m",35,"5",140,1
1991,"XX","99015","m",40,"5",155,1
1991,"XX","99015","m",45,"5",139,1
1991,"XX","99015","m",50,"5",160,1
1991,"XX","99015","m",55,"5",244,1
1991,"XX","99015","m",60,"5",331,1
1991,"XX","99015","m",65,"5",469,1
1991,"XX","99015","m",70,"5",513,1
1991,"XX","99015","m",75,"5",500,1
1991,"XX","99015","m",80,"5",490,1
1991,"XX","99015","m",85,"+",453,1
1991,"XX","99016","f",0,"1",125,1
1991,"XX","99016","f",1,"4",17,1
1991,"XX","99016","f",5,"5",16,1
1991,"XX","99016","f",10,"5",9,1
1991,"XX","99016","f",15,"5",25,1
1991,"XX","99016","f",20,"5",23,1
1991,"XX","99016","f",25,"5",34,1
1991,"XX","99016","f",30,"5",56,1
1991,"XX","99016","f",35,"5",91,1
1991,"XX","99016","f",40,"5",95,1
1991,"XX","99016","f",45,"5",112,1
1991,"XX","99016","f",50,"5",142,1
1991,"XX","99016","f",55,"5",184,1
1991,"XX","99016","f",60,"5",291,1
1991,"XX","99016","f",65,"5",450,1
1991,"XX","99016","f",70,"5",530,1
1991,"XX","99016","f",75,"5",617,1
1991,"XX","99016","f",80,"5",648,1
1991,"XX","99016","f",85,"+",1083,1
1991,"XX","99016","m",0,"1",184,1
1991,"XX","99016","m",1,"4",36,1
1991,"XX","99016","m",5,"5",17,1
1991,"XX","99016","m",10,"5",24,1
1991,"XX","99016","m",15,"5",83,1
1991,"XX","99016","m",20,"5",131,1
1991,"XX","99016","m",25,"5",116,1
1991,"XX","99016","m",30,"5",146,1
1991,"XX","99016","m",35,"5",158,1
1991,"XX","99016","m",40,"5",184,1
1991,"XX","99016","m",45,"5",181,1
1991,"XX","99016","m",50,"5",221,1
1991,"XX","99016","m",55,"5",282,1
1991,"XX","99016","m",60,"5",423,1
1991,"XX","99016","m",65,"5",573,1
1991,"XX","99016","m",70,"5",682,1
1991,"XX","99016","m",75,"5",665,1
1991,"XX","99016","m",80,"5",580,1
1991,"XX","99016","m",85,"+",596,1
1991,"XX","99017","f",0,"1",35,1
1991,"XX","99017","f",1,"4",7,1
1991,"XX","99017","f",5,"5",2,1
1991,"XX","99017","f",10,"5",2,1
1991,"XX","99017","f",15,"5",7,1
1991,"XX","99017","f",20,"5",11,1
1991,"XX","99017","f",25,"5",22,1
1991,"XX","99017","f",30,"5",38,1
1991,"XX","99017","f",35,"5",33,1
1991,"XX","99017","f",40,"5",67,1
1991,"XX","99017","f",45,"5",61,1
1991,"XX","99017","f",50,"5",78,1
1991,"XX","99017","f",55,"5",96,1
1991,"XX","99017","f",60,"5",164,1
1991,"XX","99017","f",65,"5",222,1
1991,"XX","99017","f",70,"5",310,1
1991,"XX","99017","f",75,"5",468,1
1991,"XX","99017","f",80,"5",527,1
1991,"XX","99017","f",85,"+",1215,1
1991,"XX","99017","m",0,"1",31,1
1991,"XX","99017","m",1,"4",10,1
1991,"XX","99017","m",5,"5",4,1
1991,"XX","99017","m",10,"5",4,1
1991,"XX","99017","m",15,"5",16,1
1991,"XX","99017","m",20,"5",60,1
1991,"XX","99017","m",25,"5",122,1
1991,"XX","99017","m",30,"5",276,1
1991,"XX","99017","m",35,"5",424,1
1991,"XX","99017","m",40,"5",445,1
1991,"XX","99017","m",45,"5",346,1
1991,"XX","99017","m",50,"5",224,1
1991,"XX","99017","m",55,"5",243,1
1991,"XX","99017","m",60,"5",319,1
1991,"XX","99017","m",65,"5",398,1
1991,"XX","99017","m",70,"5",457,1
1991,"XX","99017","m",75,"5",492,1
1991,"XX","99017","m",80,"5",499,1
1991,"XX","99017","m",85,"+",636,1
1991,"XX","99018","f",0,"1",8,1
1991,"XX","99018","f",1,"4",2,1
1991,"XX","99018","f",10,"5",2,1
1991,"XX","99018","f",15,"5",5,1
1991,"XX","99018","f",20,"5",4,1
1991,"XX","99018","f",25,"5",4,1
1991,"XX","99018","f",30,"5",7,1
1991,"XX","99018","f",35,"5",7,1
1991,"XX","99018","f",40,"5",6,1
1991,"XX","99018","f",45,"5",10,1
1991,"XX","99018","f",50,"5",19,1
1991,"XX","99018","f",55,"5",31,1
1991,"XX","99018","f",60,"5",50,1
1991,"XX","99018","f",65,"5",66,1
1991,"XX","99018","f",70,"5",93,1
1991,"XX","99018","f",75,"5",121,1
1991,"XX","99018","f",80,"5",120,1
1991,"XX","99018","f",85,"+",292,1
1991,"XX","99018","m",0,"1",6,1
1991,"XX","99018","m",10,"5",4,1
1991,"XX","99018","m",15,"5",4,1
1991,"XX","99018","m",20,"5",13,1
1991,"XX","99018","m",25,"5",8,1
1991,"XX","99018","m",30,"5",19,1
1991,"XX","99018","m",35,"5",13,1
1991,"XX","99018","m",40,"5",23,1
1991,"XX","99018","m",45,"5",20,1
1991,"XX","99018","m",50,"5",28,1
1991,"XX","99018","m",55,"5",29,1
1991,"XX","99018","m",60,"5",68,1
1991,"XX","99018","m",65,"5",78,1
1991,"XX","99018","m",70,"5",118,1
1991,"XX","99018","m",75,"5",163,1
1991,"XX","99018","m",80,"5",115,1
1991,"XX","99018","m",85,"+",150,1
1991,"XX","99019","f",0,"1",19,1
1991,"XX","99019","f",1,"4",3,1
1991,"XX","99019","f",5,"5",0,1
1991,"XX","99019","f",10,"5",2,1
1991,"XX","99019","f",15,"5",5,1
1991,"XX","99019","f",20,"5",2,1
1991,"XX","99019","f",25,"5",7,1
1991,"XX","99019","f",30,"5",10,1
1991,"XX","99019","f",35,"5",12,1
1991,"XX","99019","f",40,"5",15,1
1991,"XX","99019","f",45,"5",11,1
1991,"XX","99019","f",50,"5",23,1
1991,"XX","99019","f",55,"5",44,1
1991,"XX","99019","f",60,"5",60,1
1991,"XX","99019","f",65,"5",92,1
1991,"XX","99019","f",70,"5",156,1
1991,"XX","99019","f",75,"5",168,1
1991,"XX","99019","f",80,"5",208,1
1991,"XX","99019","f",85,"+",478,1
1991,"XX","99019","m",0,"1",29,1
1991,"XX","99019","m",1,"4",4,1
1991,"XX","99019","m",5,"5",4,1
1991,"XX","99019","m",10,"5",3,1
1991,"XX","99019","m",15,"5",14,1
1991,"XX","99019","m",20,"5",21,1
1991,"XX","99019","m",25,"5",31,1
1991,"XX","99019","m",30,"5",25,1
1991,"XX","99019","m",35,"5",32,1
1991,"XX","99019","m",40,"5",26,1
1991,"XX","99019","m",45,"5",31,1
1991,"XX","99019","m",50,"5",34,1
1991,"XX","99019","m",55,"5",50,1
1991,"XX","99019","m",60,"5",93,1
1991,"XX","99019","m",65,"5",138,1
1991,"XX","99019","m",70,"5",172,1
1991,"XX","99019","m",75,"5",179,1
1991,"XX","99019","m",80,"5",200,1
1991,"XX","99019","m",85,"+",252,1
1991,"XX","99020","f",0,"1",10,1
1991,"XX","99020","f",1,"4",2,1
1991,"XX","99020","f",5,"5",3,1
1991,"XX","99020","f",10,"5",3,1
1991,"XX","99020","f",15,"5",3,1
1991,"XX","99020","f",20,"5",3,1
1991,"XX","99020","f",25,"5",7,1
1991,"XX","99020","f",30,"5",4,1
1991,"XX","99020","f",35,"5",11,1
1991,"XX","99020","f",40,"5",12,1
1991,"XX","99020","f",45,"5",22,1
1991,"XX","99020","f",50,"5",10,1
1991,"XX","99020","f",55,"5",28,1
1991,"XX","99020","f",60,"5",35,1
1991,"XX","99020","f",65,"5",74,1
1991,"XX","99020","f",70,"5",83,1
1991,"XX","99020","f",75,"5",90,1
1991,"XX","99020","f",80,"5",135,1
1991,"XX","99020","f",85,"+",308,1
1991,"XX","99020","m",0,"1",14,1
1991,"XX","99020","m",10,"5",1,1
1991,"XX","99020","m",15,"5",6,1
1991,"XX","99020","m",20,"5",16,1
1991,"XX","99020","m",25,"5",23,1
1991,"XX","99020","m",30,"5",16,1
1991,"XX","99020","m",35,"5",35,1
1991,"XX","99020","m",40,"5",16,1
1991,"XX","99020","m",45,"5",34,1
1991,"XX","99020","m",50,"5",22,1
1991,"XX","99020","m",55,"5",24,1
1991,"XX","99020","m",60,"5",65,1
1991,"XX","99020","m",65,"5",72,1
1991,"XX","99020","m",70,"5",82,1
1991,"XX","99020","m",75,"5",115,1
1991,"XX","99020","m",80,"5",114,1
1991,"XX","99020","m",85,"+",173,1
1991,"XX","99021","f",0,"1",19,1
1991,"XX","99021","f",1,"4",9,1
1991,"XX","99021","f",5,"5",4,1
1991,"XX","99021","f",10,"5",5,1
1991,"XX","99021","f",15,"5",6,1
1991,"XX","99021","f",20,"5",5,1
1991,"XX","99021","f",25,"5",18,1
1991,"XX","99021","f",30,"5",17,1
1991,"XX","99021","f",35,"5",19,1
1991,"XX","99021","f",40,"5",27,1
1991,"XX","99021","f",45,"5",19,1
1991,"XX","99021","f",50,"5",39,1
1991,"XX","99021","f",55,"5",41,1
1991,"XX","99021","f",60,"5",63,1
1991,"XX","99021","f",65,"5",100,1
1991,"XX","99021","f",70,"5",115,1
1991,"XX","99021","f",75,"5",138,1
1991,"XX","99021","f",80,"5",147,1
